m,TagName,
"2012-10-01 00:00:00","perl","685"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13612"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6272"
"2012-11-01 00:00:00","c#","12232"
"2012-11-01 00:00:00","c","3196"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12349"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2131"
"2012-11-01 00:00:00","php","11790"
"2012-11-01 00:00:00","python","6391"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12421"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10954"
"2012-12-01 00:00:00","c","2565"
"2012-12-01 00:00:00","python","5755"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5685"
"2012-12-01 00:00:00","javascript","11742"
"2012-12-01 00:00:00","ruby","1904"
"2012-12-01 00:00:00","php","11080"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1215"
"2013-01-01 00:00:00","java","13716"
"2013-01-01 00:00:00","c#","12760"
"2013-01-01 00:00:00","c","2905"
"2013-01-01 00:00:00","c++","6040"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6570"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","javascript","13795"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12883"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12564"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c#","12486"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6067"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6725"
"2013-02-01 00:00:00","c","3094"
"2013-02-01 00:00:00","javascript","13622"
"2013-02-01 00:00:00","perl","747"
"2013-02-01 00:00:00","ruby","2219"
"2013-02-01 00:00:00","java","13701"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1658"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","366"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15915"
"2013-03-01 00:00:00","c#","14234"
"2013-03-01 00:00:00","c","3441"
"2013-03-01 00:00:00","ruby","2560"
"2013-03-01 00:00:00","c++","7184"
"2013-03-01 00:00:00","php","14139"
"2013-03-01 00:00:00","perl","852"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15297"
"2013-03-01 00:00:00","python","7619"
"2013-03-01 00:00:00","r","1848"
"2013-04-01 00:00:00","c#","13887"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7930"
"2013-04-01 00:00:00","c++","7129"
"2013-04-01 00:00:00","java","16233"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3529"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","javascript","15332"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1837"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13438"
"2013-05-01 00:00:00","javascript","15056"
"2013-05-01 00:00:00","java","15293"
"2013-05-01 00:00:00","c#","13477"
"2013-05-01 00:00:00","c","3195"
"2013-05-01 00:00:00","php","13136"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6842"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","ruby","2343"
"2013-05-01 00:00:00","python","7809"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1782"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13950"
"2013-06-01 00:00:00","assembly","296"
"2013-06-01 00:00:00","c#","12797"
"2013-06-01 00:00:00","c","2941"
"2013-06-01 00:00:00","c++","6191"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7603"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14623"
"2013-06-01 00:00:00","php","12751"
"2013-06-01 00:00:00","ruby","2225"
"2013-06-01 00:00:00","r","1778"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6578"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14191"
"2013-07-01 00:00:00","php","14369"
"2013-07-01 00:00:00","delphi","507"
"2013-07-01 00:00:00","c","3021"
"2013-07-01 00:00:00","python","8615"
"2013-07-01 00:00:00","javascript","16842"
"2013-07-01 00:00:00","perl","956"
"2013-07-01 00:00:00","java","15214"
"2013-07-01 00:00:00","ruby","2445"
"2013-07-01 00:00:00","r","1971"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16863"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3010"
"2013-08-01 00:00:00","c#","13869"
"2013-08-01 00:00:00","java","15085"
"2013-08-01 00:00:00","php","14384"
"2013-08-01 00:00:00","c++","6254"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7943"
"2013-08-01 00:00:00","r","1919"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","ruby","2482"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16295"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","php","14313"
"2013-09-01 00:00:00","c++","6563"
"2013-09-01 00:00:00","c#","13777"
"2013-09-01 00:00:00","c","3400"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17739"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7971"
"2013-09-01 00:00:00","r","1714"
"2013-10-01 00:00:00","assembly","381"
"2013-10-01 00:00:00","c++","7983"
"2013-10-01 00:00:00","java","18756"
"2013-10-01 00:00:00","c#","15218"
"2013-10-01 00:00:00","delphi","521"
"2013-10-01 00:00:00","javascript","19777"
"2013-10-01 00:00:00","c","4241"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","815"
"2013-10-01 00:00:00","ruby","2789"
"2013-10-01 00:00:00","r","2093"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15399"
"2013-10-01 00:00:00","python","9496"
"2013-11-01 00:00:00","java","18801"
"2013-11-01 00:00:00","c#","14606"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18540"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8147"
"2013-11-01 00:00:00","c","4292"
"2013-11-01 00:00:00","php","14979"
"2013-11-01 00:00:00","python","9500"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","swift","6"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","c++","7020"
"2013-12-01 00:00:00","c","3501"
"2013-12-01 00:00:00","java","17490"
"2013-12-01 00:00:00","c#","13641"
"2013-12-01 00:00:00","python","8461"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18052"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1909"
"2013-12-01 00:00:00","ruby","2448"
"2013-12-01 00:00:00","php","14504"
"2014-01-01 00:00:00","php","16872"
"2014-01-01 00:00:00","c#","15348"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7698"
"2014-01-01 00:00:00","python","9846"
"2014-01-01 00:00:00","c","3739"
"2014-01-01 00:00:00","delphi","491"
"2014-01-01 00:00:00","javascript","21147"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18707"
"2014-01-01 00:00:00","ruby","2767"
"2014-01-01 00:00:00","r","2354"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21189"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3975"
"2014-02-01 00:00:00","c#","15131"
"2014-02-01 00:00:00","java","19296"
"2014-02-01 00:00:00","php","16628"
"2014-02-01 00:00:00","c++","7690"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","795"
"2014-02-01 00:00:00","python","9903"
"2014-02-01 00:00:00","r","2620"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2609"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c#","16193"
"2014-03-01 00:00:00","python","11424"
"2014-03-01 00:00:00","c++","8673"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22002"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4564"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22679"
"2014-03-01 00:00:00","php","18406"
"2014-03-01 00:00:00","ruby","2950"
"2014-03-01 00:00:00","r","2813"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4014"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15352"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20929"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","javascript","21473"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2739"
"2014-04-01 00:00:00","php","17782"
"2014-04-01 00:00:00","c++","8142"
"2014-04-01 00:00:00","python","10778"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2748"
"2014-05-01 00:00:00","java","17999"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3266"
"2014-05-01 00:00:00","python","9252"
"2014-05-01 00:00:00","c++","6793"
"2014-05-01 00:00:00","c#","13923"
"2014-05-01 00:00:00","assembly","331"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19837"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14829"
"2014-06-01 00:00:00","java","15948"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18328"
"2014-06-01 00:00:00","python","8920"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12520"
"2014-06-01 00:00:00","c","2777"
"2014-06-01 00:00:00","c++","5678"
"2014-06-01 00:00:00","perl","678"
"2014-06-01 00:00:00","php","13088"
"2014-06-01 00:00:00","r","2400"
"2014-06-01 00:00:00","ruby","2338"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","javascript","20157"
"2014-07-01 00:00:00","c++","6277"
"2014-07-01 00:00:00","c#","13705"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17403"
"2014-07-01 00:00:00","c","2836"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14338"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","python","9923"
"2014-07-01 00:00:00","r","2639"
"2014-07-01 00:00:00","ruby","2563"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","java","15754"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12506"
"2014-08-01 00:00:00","c","2678"
"2014-08-01 00:00:00","c++","5882"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9119"
"2014-08-01 00:00:00","javascript","18482"
"2014-08-01 00:00:00","r","2477"
"2014-08-01 00:00:00","php","13252"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2468"
"2014-09-01 00:00:00","c#","12329"
"2014-09-01 00:00:00","assembly","283"
"2014-09-01 00:00:00","c++","6199"
"2014-09-01 00:00:00","python","8778"
"2014-09-01 00:00:00","java","16724"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3234"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18146"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2280"
"2014-09-01 00:00:00","php","13414"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12566"
"2014-10-01 00:00:00","javascript","18934"
"2014-10-01 00:00:00","java","17919"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6843"
"2014-10-01 00:00:00","php","13658"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3805"
"2014-10-01 00:00:00","ruby","2344"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9585"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2780"
"2014-11-01 00:00:00","java","17875"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11882"
"2014-11-01 00:00:00","c++","6567"
"2014-11-01 00:00:00","python","9576"
"2014-11-01 00:00:00","c","3673"
"2014-11-01 00:00:00","ruby","2116"
"2014-11-01 00:00:00","javascript","17999"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","swift","2564"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13093"
"2014-11-01 00:00:00","r","2706"
"2014-12-01 00:00:00","c++","6082"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11094"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12396"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9044"
"2014-12-01 00:00:00","c","3155"
"2014-12-01 00:00:00","javascript","17016"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","java","16395"
"2014-12-01 00:00:00","swift","2492"
"2014-12-01 00:00:00","r","2360"
"2015-01-01 00:00:00","javascript","18547"
"2015-01-01 00:00:00","c","3212"
"2015-01-01 00:00:00","c#","11760"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16551"
"2015-01-01 00:00:00","c++","6131"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13660"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9683"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2430"
"2015-01-01 00:00:00","swift","3056"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16771"
"2015-02-01 00:00:00","assembly","358"
"2015-02-01 00:00:00","php","13564"
"2015-02-01 00:00:00","c","3366"
"2015-02-01 00:00:00","c++","6480"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11797"
"2015-02-01 00:00:00","python","10203"
"2015-02-01 00:00:00","javascript","18691"
"2015-02-01 00:00:00","r","2975"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3243"
"2015-03-01 00:00:00","assembly","385"
"2015-03-01 00:00:00","javascript","20564"
"2015-03-01 00:00:00","c","3919"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","perl","641"
"2015-03-01 00:00:00","c#","13276"
"2015-03-01 00:00:00","java","19789"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","14973"
"2015-03-01 00:00:00","python","11616"
"2015-03-01 00:00:00","r","3565"
"2015-03-01 00:00:00","c++","7395"
"2015-03-01 00:00:00","ruby","2462"
"2015-03-01 00:00:00","swift","3603"
"2015-04-01 00:00:00","php","15029"
"2015-04-01 00:00:00","java","19845"
"2015-04-01 00:00:00","c++","7152"
"2015-04-01 00:00:00","c","3952"
"2015-04-01 00:00:00","javascript","20929"
"2015-04-01 00:00:00","assembly","440"
"2015-04-01 00:00:00","c#","13100"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11460"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","ruby","2505"
"2015-04-01 00:00:00","delphi","390"
"2015-04-01 00:00:00","swift","4026"
"2015-04-01 00:00:00","r","3328"
"2015-05-01 00:00:00","java","18566"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6823"
"2015-05-01 00:00:00","javascript","22176"
"2015-05-01 00:00:00","assembly","369"
"2015-05-01 00:00:00","c#","13372"
"2015-05-01 00:00:00","python","11226"
"2015-05-01 00:00:00","c","3524"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","php","14629"
"2015-05-01 00:00:00","ruby","2505"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22641"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","java","17871"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13542"
"2015-06-01 00:00:00","r","3433"
"2015-06-01 00:00:00","c","3171"
"2015-06-01 00:00:00","python","11821"
"2015-06-01 00:00:00","php","14421"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","c++","6520"
"2015-06-01 00:00:00","ruby","2578"
"2015-06-01 00:00:00","swift","4337"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18719"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14136"
"2015-07-01 00:00:00","c++","6705"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","c","2816"
"2015-07-01 00:00:00","php","15427"
"2015-07-01 00:00:00","javascript","24001"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","swift","5155"
"2015-07-01 00:00:00","python","12323"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13237"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","python","11232"
"2015-08-01 00:00:00","c++","5879"
"2015-08-01 00:00:00","java","17110"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","c","2576"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22179"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2316"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","swift","5094"
"2015-08-01 00:00:00","php","14284"
"2015-09-01 00:00:00","c","3086"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","javascript","21414"
"2015-09-01 00:00:00","java","16966"
"2015-09-01 00:00:00","go","425"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c#","12926"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","python","10977"
"2015-09-01 00:00:00","php","13550"
"2015-09-01 00:00:00","c++","5914"
"2015-09-01 00:00:00","ruby","2163"
"2015-09-01 00:00:00","swift","4562"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","java","18569"
"2015-10-01 00:00:00","c","3679"
"2015-10-01 00:00:00","c#","12801"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7052"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12489"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","javascript","21841"
"2015-10-01 00:00:00","r","3682"
"2015-10-01 00:00:00","ruby","2193"
"2015-10-01 00:00:00","php","13953"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17797"
"2015-11-01 00:00:00","javascript","21293"
"2015-11-01 00:00:00","python","12304"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3618"
"2015-11-01 00:00:00","c++","7092"
"2015-11-01 00:00:00","c#","12395"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13363"
"2015-11-01 00:00:00","ruby","1958"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","swift","4327"
"2015-12-01 00:00:00","java","16572"
"2015-12-01 00:00:00","c#","12155"
"2015-12-01 00:00:00","c++","6564"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21101"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3090"
"2015-12-01 00:00:00","php","13796"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","425"
"2015-12-01 00:00:00","r","3180"
"2015-12-01 00:00:00","python","11661"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4383"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16648"
"2016-01-01 00:00:00","c#","12368"
"2016-01-01 00:00:00","c","3049"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6100"
"2016-01-01 00:00:00","php","14619"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","ruby","2145"
"2016-01-01 00:00:00","javascript","22537"
"2016-01-01 00:00:00","python","12355"
"2016-01-01 00:00:00","swift","4796"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12744"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13257"
"2016-02-01 00:00:00","c++","6561"
"2016-02-01 00:00:00","java","17862"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22491"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14954"
"2016-02-01 00:00:00","swift","4761"
"2016-02-01 00:00:00","r","3597"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19931"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13620"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3451"
"2016-03-01 00:00:00","r","4045"
"2016-03-01 00:00:00","python","14068"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24109"
"2016-03-01 00:00:00","php","15168"
"2016-03-01 00:00:00","c++","7028"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5085"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13727"
"2016-04-01 00:00:00","python","13671"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19503"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","c++","6899"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","javascript","23471"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14502"
"2016-04-01 00:00:00","r","4129"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23019"
"2016-05-01 00:00:00","c#","13503"
"2016-05-01 00:00:00","c","2723"
"2016-05-01 00:00:00","python","13112"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17046"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","c++","6139"
"2016-05-01 00:00:00","php","14482"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","go","580"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15929"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13664"
"2016-06-01 00:00:00","c","2301"
"2016-06-01 00:00:00","c#","13072"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5723"
"2016-06-01 00:00:00","javascript","22161"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12913"
"2016-06-01 00:00:00","swift","4806"
"2016-07-01 00:00:00","c++","5474"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12008"
"2016-07-01 00:00:00","java","14956"
"2016-07-01 00:00:00","javascript","22218"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2350"
"2016-07-01 00:00:00","ruby","1901"
"2016-07-01 00:00:00","php","12950"
"2016-07-01 00:00:00","swift","4946"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","python","12834"
"2016-07-01 00:00:00","r","3745"
"2016-08-01 00:00:00","python","12919"
"2016-08-01 00:00:00","java","15190"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22677"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12725"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5019"
"2016-08-01 00:00:00","php","12907"
"2016-08-01 00:00:00","swift","4912"
"2016-08-01 00:00:00","go","574"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14691"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11111"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2511"
"2016-09-01 00:00:00","php","12168"
"2016-09-01 00:00:00","python","12341"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","javascript","20468"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","c++","5144"
"2016-09-01 00:00:00","ruby","1926"
"2016-09-01 00:00:00","swift","4877"
"2016-10-01 00:00:00","php","12283"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11458"
"2016-10-01 00:00:00","c++","5977"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3212"
"2016-10-01 00:00:00","python","13508"
"2016-10-01 00:00:00","javascript","20454"
"2016-10-01 00:00:00","java","15343"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","406"
"2016-10-01 00:00:00","swift","4733"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3266"
"2016-11-01 00:00:00","c#","11659"
"2016-11-01 00:00:00","javascript","20528"
"2016-11-01 00:00:00","python","14187"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","274"
